ID,Study,Year,Title,Author(s),URL,Language,Location,Soil Type,Latitude,Longitude,Altitude,Climate,Precipitation (mm),Mean Annual Temperature (°C),Microbes ,Crop,Data Extracted,Funding,Conventional/organic/conservation,Specific Practices,Length of Experiment,Soil Level,Experiment Type,Include?,Reason,Management,Crop.Rotation,Measure of Diversity,m1i,sd1i,n1i,Unit,Measure of Abundance,Abundance,Variance
27,Bacteria,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),1953,29.0688837074973,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",13000000000,29100000000
27,Bacteria,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),1820,105.09519494249,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",9300000000,20800000000
27.1,Funghi,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),374,20.1246117974981,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",270000000,604000000
27.1,Funghi,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),372,51.4295634824952,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",360000000,85000000
27.1,Funghi,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),397,29.0688837074973,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",370000000,107000000
27.1,Funghi,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),391,20.1246117974981,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",650000000,177000000
27.2,Archaea,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),n/a,n/a,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",37000000,1830000
27.2,Archaea,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),n/a,n/a,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",26000000,5370000
27.2,Archaea,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),n/a,n/a,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",24000000,6930000
27.2,Archaea,2021,Long-term impacts of organic and conventional farming on the soil microbiome in boreal arable soil,"Krista Peltoniemi, Sannakajsa Velmala, Hannu Fritze, Riitta Lemola, Taina Pennanen",https://www.sciencedirect.com/science/article/pii/S1164556321000509,English,"Toholampi, Ostrobothnia, Finland",Spodosol,63.49’N,24.09’E,n/a,Dfc,n/a,n/a,"Bacteria, Funghi, Archaea",Oat,"Diversity, abundance",European Union’s Horizon 2020 research and innovation programme,"Conventional, organic",Fertilisation,17,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, ley, rye, oats",Operational Taxonomic Units (OTUs),n/a,n/a,5,SD,"Partial bacterial/archaeal 16S rRNA genes, fungal ITS2 region copy amount",23000000,8720000
28,Bacteria,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Conventional,Maize,Chao1,106.2582781,24.2487113059643,3,SD,n/a,n/a,n/a
28,Bacteria,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Conventional,Maize,Chao1,86.6818182,16.2812775911475,3,SD,n/a,n/a,n/a
28,Bacteria,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Organic,Maize,Chao1,137.0033113,3.29089653438087,3,SD,n/a,n/a,n/a
28,Bacteria,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Organic,Maize,Chao1,128.4545455,14.7224318643355,3,SD,n/a,n/a,n/a
28.1a,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Conventional,Maize,Shannon,n/a,n/a,3,SD,n/a,n/a,n/a
28.1a,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Conventional,Maize,Shannon,n/a,n/a,3,SD,n/a,n/a,n/a
28.1a,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Organic,Maize,Shannon,4.0683424,0.069282032302755,3,SD,n/a,n/a,n/a
28.1a,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Organic,Maize,Shannon,3.8355978,0.13856406460551,3,SD,n/a,n/a,n/a
28.1b,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Conventional,Maize,Simpson,0.9349457,0.010392304845413,3,SD,n/a,n/a,n/a
28.1b,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Conventional,Maize,Simpson,0.9512826,0.008660254037844,3,SD,n/a,n/a,n/a
28.1b,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Organic,Maize,Simpson,n/a,n/a,3,SD,n/a,n/a,n/a
28.1b,Funghi,2021,"Effect of low-input organic and conventional farming systems on maize rhizosphere in two portugese open-pollinated varieties (OPV), “Pigarro” (improved landrace) and “SinPre” (a composite cross population)","Aitana Ares, Joana Costa, Carolina Joaquim, Duarte Pintado, Daniela Santos, Monika M. Messmer, Pedro M. Mendes-Moreira",https://peerj.com/articles/11985/,English,"Coimbra, Portugal",Inceptisol,"40°130’0.22”N, 40°13’16.2”N","8°260’47.69”W, 8°28’29.3”W",n/a,Csb,n/a,n/a,"Bacteria, Funghi",Maize,Diversity,,"Conventional, organic",Fertilisation,1,"Bulk, rhizosphere",Field,Yes,Provides good diversity data,Organic,Maize,Simpson,n/a,n/a,3,SD,n/a,n/a,n/a
29,Bacteria,2021,Organic and conservation agriculture promote ecosystem multifunctionality,"Raphael A. Wittwer, S. Franz Bender, Kyl Hartman, Sofia Hydbom, Ruy A. A. Lim, Viviana Loaiza, Thomas Nemecek, Fritz Oehl, Pal Axel Olsson, Marcel G. A. Van der Heijden",https://www.science.org/doi/full/10.1126/sciadv.abg6995,English,"Zurich, Switzerland",Inceptisol,47°26’N,8°31’E,n/a,Cfb,1054,9.4,"Bacteria, Funghi",Maize,"Diversity, abundance",Swiss Federal Office for Agriculture,"Conventional, organic","Tillage, fertilisation, pesticides",6,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Forage pea, winter wheat, maize, field bean, grass-clover ley",Operational Taxonomic Units (OTUs),1193,42,4,SD,Bacterial PLFA,96.5,9.6
29,Bacteria,2021,Organic and conservation agriculture promote ecosystem multifunctionality,"Raphael A. Wittwer, S. Franz Bender, Kyl Hartman, Sofia Hydbom, Ruy A. A. Lim, Viviana Loaiza, Thomas Nemecek, Fritz Oehl, Pal Axel Olsson, Marcel G. A. Van der Heijden",https://www.science.org/doi/full/10.1126/sciadv.abg6995,English,"Zurich, Switzerland",Inceptisol,47°26’N,8°31’E,n/a,Cfb,1054,9.4,"Bacteria, Funghi",Maize,"Diversity, abundance",Swiss Federal Office for Agriculture,"Conventional, organic","Tillage, fertilisation, pesticides",6,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Forage pea, winter wheat, maize, field bean, grass-clover ley",Operational Taxonomic Units (OTUs),1119,76,4,SD,Bacterial PLFA,103.2,12.2
29,Bacteria,2021,Organic and conservation agriculture promote ecosystem multifunctionality,"Raphael A. Wittwer, S. Franz Bender, Kyl Hartman, Sofia Hydbom, Ruy A. A. Lim, Viviana Loaiza, Thomas Nemecek, Fritz Oehl, Pal Axel Olsson, Marcel G. A. Van der Heijden",https://www.science.org/doi/full/10.1126/sciadv.abg6995,English,"Zurich, Switzerland",Inceptisol,47°26’N,8°31’E,n/a,Cfb,1054,9.4,"Bacteria, Funghi",Maize,"Diversity, abundance",Swiss Federal Office for Agriculture,"Conventional, organic","Tillage, fertilisation, pesticides",6,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Forage pea, winter wheat, maize, field bean, grass-clover ley",Operational Taxonomic Units (OTUs),1216,52,4,SD,Bacterial PLFA,103.3,6.4
29,Bacteria,2021,Organic and conservation agriculture promote ecosystem multifunctionality,"Raphael A. Wittwer, S. Franz Bender, Kyl Hartman, Sofia Hydbom, Ruy A. A. Lim, Viviana Loaiza, Thomas Nemecek, Fritz Oehl, Pal Axel Olsson, Marcel G. A. Van der Heijden",https://www.science.org/doi/full/10.1126/sciadv.abg6995,English,"Zurich, Switzerland",Inceptisol,47°26’N,8°31’E,n/a,Cfb,1054,9.4,"Bacteria, Funghi",Maize,"Diversity, abundance",Swiss Federal Office for Agriculture,"Conventional, organic","Tillage, fertilisation, pesticides",6,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Forage pea, winter wheat, maize, field bean, grass-clover ley",Operational Taxonomic Units (OTUs),1144,24,4,SD,Bacterial PLFA,106.8,11
